# Word frequencies generated using Sudachi tokenization (Modes A, B, C)
# Data Provenance: HuggingFace 'mc4' dataset (validation split)
# Word	Sudachi_A	Sudachi_B	Sudachi_C
メイク	265	265	261
木	263	262	261
収納	272	261	261
発送	264	261	261
日々	261	261	261
たかっ	261	261	261
ビジネス	326	326	260
製	368	260	260
ずつ	260	260	260
毛	263	263	259
高級	317	259	259
分かっ	259	259	259
じん	259	259	259
張替え	259	259	259
小	539	285	258
平均	305	261	258
席	309	258	258
予想	273	258	258
納得	259	258	258
ねぇ	258	258	258
まぁ	258	258	258
工場	277	275	257
未	465	257	257
夫	257	257	257
＋	257	257	257
幸せ	257	257	257
旦那	257	257	257
*	257	257	257
基準	310	277	256
回復	259	256	256
幅	256	256	256
書く	256	256	256
スキル	256	256	256
文化	345	272	255
キッチン	272	272	255
生き	351	256	255
川	255	255	255
いくら	255	255	255
いや	255	255	255
結婚式	0	255	255
温泉	300	290	254
戻っ	257	254	254
既に	254	254	254
ツアー	259	259	253
空間	267	254	253
自信	253	253	253
ベッド	292	292	252
組織	289	259	252
おっぱい	252	252	252
地方	323	317	251
読み	407	251	251
アルバイト	257	251	251
実感	251	251	251
ケア	266	266	250
取引	323	256	250
文字	314	251	250
歩い	269	250	250
らしく	250	250	250
＝	250	250	250
どういう	250	250	250
前回	250	250	250
生産	388	264	249
向上	258	253	249
&	249	249	249
使い方	249	249	249
ぬ	249	249	249
年生	0	249	249
防水	257	248	248
始める	251	248	248
知る	250	248	248
まさに	248	248	248
クラス	278	278	247
収入	339	268	247
止め	320	267	247
材料	390	259	247
事前	247	247	247
16	247	247	247
●	247	247	247
コーヒー	269	269	246
メッセージ	267	267	246
モンク	246	246	246
ガス	271	266	245
ママ	292	264	245
到着	253	246	245
村	419	245	245
服	284	245	245
探偵	273	245	245
雨漏り	245	245	245
キャンペーン	245	245	245
不足	322	301	244
国際	314	267	244
率	516	257	244
分析	257	255	244
現状	244	244	244
解消	244	244	244
楽しく	244	244	244
国内	308	298	243
カフェ	253	253	243
働き	316	243	243
サーバー	262	262	242
クリック	255	255	242
メイン	253	253	242
すら	242	242	242
危険	320	247	241
ストレス	247	247	241
石川県	0	246	241
映像	250	241	241
バック	295	295	240
オープン	275	265	240
信頼	334	260	240
ボール	259	258	240
沢山	248	247	240
完成	282	240	240
加工	249	240	240
快適	247	240	240
悩ん	246	240	240
なに	240	240	240
優れ	240	240	240
銀行	369	353	239
PC	248	248	239
バランス	246	246	239
付近	239	239	239
カバー	248	248	238
腕	343	238	238
24	238	238	238
人妻	238	238	238
聞く	238	238	238
コスト	307	290	237
相当	248	237	237
季節	242	237	237
25	237	237	237
+	237	237	237
オリジナル	237	237	236
沖縄	279	236	236
通じ	238	236	236
奴	236	236	236
作ら	236	236	236
どんどん	236	236	236
地震	275	244	235
分野	243	243	235
離れ	252	238	235
行か	238	235	235
どのような	235	235	235
考え方	0	235	235
駐車場	0	235	235
帰り	265	251	234
有効	257	242	234
事例	238	238	234
政府	237	235	234
限ら	237	234	234
近所	234	234	234
午後	234	234	234
テスト	254	254	233
役割	241	241	233
段階	249	238	233
方向	306	237	233
次第	234	234	233
優しい	233	233	233
とっても	233	233	233
かつ	233	233	233
でしょ	233	233	233
乾燥	281	247	232
トラブル	238	238	232
構造	265	234	232
おら	232	232	232
互い	232	232	232
物質	243	237	231
住ん	235	231	231
設備	233	231	231
素人	232	231	231
妻	231	231	231
続く	231	231	231
深い	231	231	231
更に	231	231	231
シングル	280	280	230
ジェネリック	237	237	230
全員	235	235	230
寝	297	230	230
回答	241	230	230
楽天	277	277	229
職場	253	253	229
実行	240	237	229
確保	237	237	229
訪問	252	232	229
努力	235	232	229
慣れ	239	229	229
もらえる	229	229	229
配合	229	229	229
仲間	252	237	228
住民	248	232	228
消費者	0	229	228
取る	328	228	228
売り	288	228	228
怖い	228	228	228
S	228	228	228
試験	277	257	227
プログラム	234	234	227
完了	229	229	227
再	394	227	227
身体	248	227	227
本来	227	227	227
保証	347	257	226
連れ	280	239	226
制作	241	230	226
下記	226	226	226
まったく	226	226	226
責任	326	261	225
予防	253	247	225
資料	264	243	225
手続き	228	228	225
輪島市	0	226	225
ぶり	230	225	225
ふう	225	225	225
運転	339	268	224
オンライン	239	239	224
酸	288	224	224
熱	248	224	224
変わる	240	224	224
過ごし	230	224	224
負け	229	224	224
たっぷり	224	224	224
レシピ	224	224	224
程	224	224	224
ボタン	234	234	223
テーブル	229	229	223
連携	227	227	223
秋	232	223	223
見積	261	232	222
入力	230	227	222
金利	234	226	222
ベース	225	225	222
強化	223	223	222
知れ	243	222	222
見つける	222	222	222
―	222	222	222
勃起	222	222	222
メンズ	222	222	222
２０	222	222	222
不思議	223	223	221
上げ	963	222	221
右	230	221	221
やつ	221	221	221
おいしい	221	221	221
なきゃ	221	221	221
フローリング	221	221	221
処分	241	222	220
驚き	222	220	220
ちょうど	220	220	220
クラブ	262	262	219
人物	235	221	219
付	224	220	219
界	299	219	219
わたし	259	219	219
飲む	219	219	219
ちゃい	219	219	219
比較的	0	219	219
スポーツ	271	270	218
配信	230	221	218
一切	219	219	218
グッズ	219	219	218
観	354	218	218
飲ん	218	218	218
上記	218	218	218
記録	226	219	217
同	247	217	217
仕様	229	217	217
雪	223	217	217
豊か	217	217	217
レディース	217	217	217
多少	217	217	217
なー	217	217	217
スペース	236	236	216
実績	228	228	216
猫	260	226	216
エネルギー	225	217	216
つく	288	216	216
週	219	216	216
派遣	263	256	215
カット	217	217	215
取り	1842	216	215
迎え	265	215	215
だし	253	215	215
はっきり	215	215	215
申し込み	178	215	215
日本語	0	215	215
保護	638	511	214
給料	234	223	214
レース	223	223	214
構成	240	222	214
地	625	214	214
厳しい	214	214	214
苦手	214	214	214
＜	214	214	214
楽しん	214	214	214
60	214	214	214
本物	214	214	214
なくなっ	214	214	214
超え	214	214	214
0	214	214	214
応募	245	216	213
出演	261	213	213
多かっ	213	213	213
臭い	213	213	213
オッパイ	213	213	213
ヤリマン	213	213	213
現実	296	233	212
看護師	0	217	212
期	406	212	212
安定	349	212	212
組	242	212	212
最適	232	212	212
横	215	212	212
耳	212	212	212
行け	212	212	212
やっと	212	212	212
働く	212	212	212
距離	337	244	211
操作	259	229	211
ツール	217	217	211
会議	269	214	211
変わり	218	213	211
ただし	214	211	211
みよう	211	211	211
久しぶり	211	211	211
シーズン	215	215	210
漫画	244	214	210
ブロック	211	211	210
変わら	317	210	210
進ん	212	210	210
趣味	211	210	210
LINE	210	210	210
避け	210	210	210
把握	210	210	210
う	210	210	210
立場	210	210	210
たび	210	210	210
働い	210	210	210
専門店	0	210	210
化粧品	0	211	209
当日	211	209	209
ゆっくり	209	209	209
聞か	209	209	209
楽しめる	209	209	209
共有	220	220	208
大量	221	219	208
合っ	530	208	208
信じ	213	208	208
きっかけ	208	208	208
童貞	208	208	208
室	399	217	207
米	235	212	207
裏	221	207	207
決まっ	207	207	207
分かる	207	207	207
運用	230	229	206
電車	213	211	206
一体	237	208	206
客	1480	206	206
小説	219	206	206
肉	215	206	206
推進	210	206	206
半分	206	206	206
良	206	206	206
面倒	206	206	206
引越	261	261	205
賃貸	255	254	205
男女	215	215	205
申請	232	212	205
掃除	216	208	205
急	247	205	205
黒	216	205	205
発言	211	205	205
得る	206	205	205
プロジェクト	237	237	204
書き	422	223	204
協力	235	209	204
大型	211	204	204
香り	206	204	204
おしゃれ	204	204	204
笑顔	204	204	204
D	204	204	204
恋人	204	204	204
うどん	223	221	203
業界	215	209	203
プレイ	209	209	203
行為	217	206	203
地区	204	204	203
演奏	249	203	203
なさ	218	203	203
ネタ	207	203	203
バイアグラ	203	203	203
指摘	203	203	203
目指し	203	203	203
こだわり	203	203	203
楽しむ	203	203	203
取り組み	162	203	203
ドル	227	205	202
放題	212	205	202
島	218	202	202
求める	216	202	202
愛	211	202	202
伺い	205	202	202
我が家	202	202	202
応じ	202	202	202
もと	202	202	202
いただける	202	202	202
障害	281	223	201
団体	225	219	201
感動	216	201	201
_	201	201	201
当店	201	201	201
いかが	201	201	201
繰り返し	51	201	201
見た目	0	0	201
ブラック	230	230	200
書籍	209	204	200
魚	215	201	200
級	319	200	200
茶	233	200	200
たとえば	200	200	200
いわ	200	200	200
お客さん	0	200	200
機関	377	352	199
モード	200	200	199
多	307	199	199
楽しめ	199	199	199
シャネル	199	199	199
っ	199	199	199
当たり前	199	199	199
■	199	199	199
社長	225	215	198
神社	207	207	198
被害	247	198	198
通っ	210	198	198
やり取り	198	198	198
毎年	198	198	198
左	198	198	198
できれ	198	198	198
施工	198	198	198
高額	202	202	197
顧客	202	201	197
時点	246	197	197
徒歩	208	197	197
胸	198	197	197
施術	198	197	197
♡	197	197	197
本体	197	197	197
ガイド	197	197	197
もしくは	197	197	197
天気	218	216	196
機械	234	213	196
利益	246	210	196
監督	205	196	196
奥	197	196	196
態様	196	196	196
別れ	196	196	196
世代	295	208	195
昼	197	195	195
2016	195	195	195
取得	220	211	194
塗料	203	203	194
友	222	194	194
おかげ	220	194	194
日間	201	194	194
正しい	194	194	194
14	194	194	194
自動	310	205	193
感想	206	193	193
でる	194	193	193
漏	193	193	193
当社	193	193	193
ホーム	251	251	192
宍粟市	0	207	192
コンテンツ	195	195	192
ダイエット	194	194	192
脳	245	193	192
バイク	205	193	192
つける	267	192	192
足り	197	192	192
ﾟ	192	192	192
以来	192	192	192
C	192	192	192
議員	237	235	191
支払い	197	197	191
箱	232	192	191
会っ	631	191	191
送り	255	191	191
絵	223	191	191
広い	191	191	191
申し上げ	0	191	191
総合	268	209	190
切れ	277	206	190
維持	200	198	190
空気	199	194	190
21	190	190	190
やや	190	190	190
工程	190	190	190
自ら	190	190	190
ダイヤモンド	190	190	190
携帯	285	275	189
ご飯	214	214	189
シート	210	210	189
スポット	194	194	189
瞬間	191	191	189
息子	190	190	189
^^	189	189	189
計算	221	197	188
新宿	250	196	188
広く	188	188	188
白い	188	188	188
容量	188	188	188
辺	188	188	188
調べる	188	188	188
余裕	188	188	188
出会える	0	188	188
ロック	206	206	187
表	266	192	187
上手	189	188	187
紙	226	187	187
離婚	195	187	187
�	187	187	187
１２	187	187	187
用い	187	187	187
社会人	0	197	186
プラス	195	195	186
剤	655	191	186
集中	242	189	186
会話	226	186	186
たまに	186	186	186
無く	186	186	186
深く	186	186	186
頭皮	186	186	186
大きさ	0	186	186
立て	293	187	185
雑誌	186	186	185
困っ	185	185	185
17	185	185	185
お知らせ	0	185	185
研修	236	210	184
国民	226	207	184
矯正	196	195	184
方針	193	193	184
醤油	187	187	184
タイトル	185	185	184
将来	229	184	184
現代	219	184	184
述べ	188	184	184
残り	187	184	184
清楚	184	184	184
組み合わせ	109	184	184
在庫	196	192	183
項目	189	189	183
宅配	228	183	183
再び	183	183	183
１１	183	183	183
美乳	183	183	183
以内	183	183	183
落ち着い	0	183	183
委員会	0	283	182
都市	283	226	182
新聞	239	213	182
形成	198	197	182
コイン	189	189	182
次回	184	182	182
入手	183	182	182
おそらく	182	182	182
っぽい	182	182	182
了承	182	182	182
済み	182	182	182
困難	189	189	181
適用	190	186	181
代わり	185	183	181
合う	383	181	181
低	373	181	181
巨乳	181	181	181
22	181	181	181
一括	203	203	180
信用	190	184	180
表面	197	183	180
嫁	181	181	180
上昇	203	180	180
走っ	184	180	180
デメリット	180	180	180
13	180	180	180
実家	180	180	180
ドライバー	182	182	179
夫婦	190	181	179
売買	181	181	179
ドイツ	207	179	179
性能	201	179	179
橋	193	179	179
示し	182	179	179
栽培	180	179	179
異なり	179	179	179
とおり	179	179	179
改めて	179	179	179
いわゆる	179	179	179
ハメ	179	179	179
日常	302	235	178
制限	252	202	178
層	231	181	178
売っ	179	178	178
びっくり	178	178	178
くださっ	178	178	178
仕上げ	178	178	178
確率	178	178	178
始まっ	178	178	178
見れ	178	178	178
無事	178	178	178
早め	7	178	178
電子	232	230	177
資格	224	203	177
産	220	188	177
土	201	177	177
適切	190	177	177
事情	185	177	177
政策	178	177	177
三重県	0	218	176
スピード	209	198	176
ピンク	193	183	176
不要	186	182	176
関東	189	178	176
院	323	176	176
カルティエ	176	176	176
遊ん	176	176	176
主に	176	176	176
仕方	176	176	176
手軽	176	176	176
始まり	176	176	176
ど	176	176	176
パワー	196	196	175
産業	220	184	175
半	342	179	175
体制	181	175	175
増加	180	175	175
命	175	175	175
初心者	0	175	175
女子大	0	175	175
歯科	239	220	174
パン	208	194	174
電気	218	191	174
動物	246	189	174
前後	175	175	174
規模	278	174	174
抑え	178	174	174
指示	177	174	174
独自	176	174	174
戦争	175	174	174
変	174	174	174
増える	174	174	174
撮っ	174	174	174
赤	268	188	173
パターン	180	180	173
ビル	181	177	173
長崎	218	175	173
後半	174	174	173
疑問	183	173	173
発展	174	173	173
｣	173	173	173
図	210	172	172
弁当	186	172	172
拡大	176	172	172
ねー	172	172	172
カウンター	172	172	172
決して	172	172	172
ホームページ	172	172	172
なさい	172	172	172
まるで	172	172	172
休日	208	208	171
ベスト	185	185	171
切手	182	181	171
攻撃	203	174	171
値	278	172	171
発行	186	171	171
場面	176	171	171
−	171	171	171
店長	171	171	171
お前	171	171	171
新作	171	171	171
小学校	0	171	171
現地	172	172	170
かける	381	170	170
補修	170	170	170
電源	170	170	170
要求	170	170	170
どうぞ	170	170	170
構築	174	174	169
横浜	270	170	169
家具	175	170	169
2人	170	169	169
視点	169	169	169
ころ	169	169	169
ほんと	169	169	169
風呂	213	213	168
職員	228	176	168
必須	176	176	168
アジア	169	169	168
重	258	168	168
描い	175	168	168
送っ	175	168	168
要望	172	168	168
ようやく	168	168	168
坊	168	168	168
若者	168	168	168
与える	168	168	168
早速	168	168	168
削除	168	168	168
目指す	168	168	168
フリー	253	253	167
主張	179	179	167
新規	184	178	167
名古屋	292	171	167
交渉	181	169	167
挑戦	184	168	167
上がっ	356	167	167
質	251	167	167
舞台	178	167	167
とる	176	167	167
比べる	173	167	167
開い	173	167	167
演出	169	167	167
旅	168	167	167
敵	167	167	167
まいり	167	167	167
キャラクター	167	167	167
調理	195	172	166
立っ	237	166	166
エステ	166	166	166
うえ	166	166	166
熟女	166	166	166
食品	181	181	165
政権	175	175	165
乗り	366	167	165
感染	234	167	165
歌	187	166	165
苦労	193	165	165
報道	173	165	165
従来	168	165	165
秒	165	165	165
アルバム	165	165	165
ち	165	165	165
翌日	165	165	165
ブラシ	186	186	164
マッサージ	181	181	164
V	170	170	164
連続	177	169	164
市長	176	169	164
戦略	192	168	164
嫌い	166	166	164
窓	166	166	164
効率	264	165	164
一気	165	165	164
取れ	195	164	164
守る	184	164	164
ふれ	180	164	164
原発	165	164	164
動作	164	164	164
マッチング	164	164	164
無駄	164	164	164
あらゆる	164	164	164
喜ん	164	164	164
いかに	164	164	164
診断	207	193	163
行政	181	180	163
米国	174	165	163
実践	181	163	163
当たる	170	163	163
｢	163	163	163
n	163	163	163
我々	163	163	163
こっち	163	163	163
見分け	19	163	163
継続	205	165	162
赤帽	162	162	162
2015	162	162	162
副業	162	162	162
積極的	0	162	162
メディア	182	182	161
カレー	181	177	161
工夫	167	167	161
プロセス	166	166	161
都合	191	163	161
会う	305	161	161
柄	187	161	161
国産	168	161	161
赤ちゃん	161	161	161
接続	161	161	161
問わ	161	161	161
かつて	161	161	161
ストーリー	178	178	160
チャンス	171	171	160
規制	165	165	160
妊娠	182	161	160
緊張	192	160	160
反対	181	160	160
議論	160	160	160
アドバイス	160	160	160
突然	160	160	160
見かけ	6	160	160
勤務	311	265	159
どころ	160	160	159
出さ	276	159	159
栄養	275	159	159
捨て	192	159	159
消え	174	159	159
検証	163	159	159
昭和	162	159	159
可	161	159	159
機体	159	159	159
1人	159	159	159
又	159	159	159
免許	230	175	158
防止	214	175	158
提出	175	171	158
福岡	281	159	158
室内	163	159	158
抜け	248	158	158
展示	236	158	158
編集	204	158	158
半年	158	158	158
姿勢	158	158	158
ラパマイシン	158	158	158
当初	158	158	158
取り上げ	1	158	158
主人公	0	158	158
受付	185	165	157
今週	196	157	157
火	163	157	157
売れ	159	157	157
定番	158	157	157
選ば	157	157	157
いきなり	157	157	157
涙	157	157	157
来年	157	157	157
思い出し	0	157	157
過払い金	0	0	157
九州	178	178	156
見学	173	170	156
バンド	164	164	156
食器	189	163	156
ピアノ	158	158	156
正確	166	156	156
むしろ	156	156	156
ぴったり	156	156	156
M	156	156	156
世の中	156	156	156
高め	71	156	156
やり方	0	156	156
化粧水	0	156	156
主婦	190	190	155
睡眠	197	189	155
スマートフォン	156	156	155
19	155	155	155
だり	155	155	155
保湿	155	155	155
く	155	155	155
育毛剤	0	155	155
通信	210	181	154
あげる	164	154	154
並ん	160	154	154
天井	155	154	154
入ら	155	154	154
集まっ	154	154	154
話す	154	154	154
多分	154	154	154
エキス	154	154	154
手間	154	154	154
フレンド	264	264	153
迷惑	177	177	153
建設	168	158	153
ペット	156	156	153
旧	162	155	153
札幌	239	154	153
分け	352	153	153
残し	173	153	153
性格	155	153	153
やれる	154	153	153
一応	153	153	153
口臭	153	153	153
去年	153	153	153
唯一	153	153	153
キャラ	153	153	153
23	153	153	153
消費	463	158	152
便	252	152	152
重ね	171	152	152
術	166	152	152
減っ	157	152	152
後ろ	152	152	152
